Export, ADVAPI32.dll
Ordinal	Address	Name
000001D8	77DD6FCF	RegEnumKeyW
000001D9	77DD7F3E	RegEnumValueA
000001DA	77DD7E3D	RegEnumValueW
000001DB	77DDAF7F	RegFlushKey
000001DC	77DE05DD	RegGetKeySecurity
000001DD	77E2A678	RegLoadKeyA
000001DE	77DE1B95	RegLoadKeyW
000001DF	77DD7144	RegNotifyChangeKeyValue
000001E0	77DD217E	RegOpenCurrentUser
000001E1	77DD5ECC	RegOpenKeyA
000001E2	77DD22EA	RegOpenKeyExA
000001E3	77DD1A6B	RegOpenKeyExW
000001E4	77DD1C47	RegOpenKeyW
000001E5	77DD9C7E	RegOpenUserClassesRoot
000001E6	77E2A5C6	RegOverridePredefKey
000001E7	77DDAE23	RegQueryInfoKeyA
000001E8	77DD63A6	RegQueryInfoKeyW
000001E9	77E2AA86	RegQueryMultipleValuesA
000001EA	77E2ADE1	RegQueryMultipleValuesW
000001EB	77DD74DE	RegQueryValueA
000001EC	77DD23D7	RegQueryValueExA
000001ED	77DD1B65	RegQueryValueExW
000001EE	77DD7071	RegQueryValueW
000001EF	77E2A880	RegReplaceKeyA
000001F0	77E2A9CE	RegReplaceKeyW
000001F1	77E2B036	RegRestoreKeyA
000001F2	77E2B0E0	RegRestoreKeyW
000001F3	77E2B160	RegSaveKeyA
000001F4	77E2B2C5	RegSaveKeyExA
000001F5	77E2B393	RegSaveKeyExW
000001F6	77E2B22B	RegSaveKeyW
000001F7	77DE45FB	RegSetKeySecurity
000001F8	77DE9154	RegSetValueA
000001F9	77DD59F0	RegSetValueExA
000001FA	77DD580B	RegSetValueExW
000001FB	77DF9D26	RegSetValueW
000001FC	77E2A769	RegUnLoadKeyA
000001FD	77E2A803	RegUnLoadKeyW
000001FE	77DF69A2	RegisterEventSourceA
000001FF	77DDBC9D	RegisterEventSourceW
00000200	77DE2888	RegisterIdleTask
00000201	77DE1356	RegisterServiceCtrlHandlerA
00000202	77DE138B	RegisterServiceCtrlHandlerExA
00000203	77DE0E87	RegisterServiceCtrlHandlerExW
00000204	77DE0E9D	RegisterServiceCtrlHandlerW
00000205	77DDCED7	RegisterTraceGuidsA
00000206	77DDCBDA	RegisterTraceGuidsW
00000207	77E1DE6A	RemoveTraceCallback
00000208	77E0E82B	RemoveUsersFromEncryptedFile
00000209	77DF6AB9	ReportEventA
0000020A	77DE7431	ReportEventW
0000020B	77DD5DCF	RevertToSelf
0000020C	77DD31D3	SaferCloseLevel
0000020D	77DD2EC0	SaferComputeTokenFromLevel
0000020E	77E171AE	SaferCreateLevel
0000020F	77DE494C	SaferGetLevelInformation
00000210	77DD96C4	SaferGetPolicyInformation
00000211	77DD25E9	SaferIdentifyLevel
00000212	77E17E58	SaferRecordEventLogEntry
00000213	77E1895D	SaferSetLevelInformation
00000214	77E17AA5	SaferSetPolicyInformation
00000215	77E18FD6	SaferiChangeRegistryScope
00000216	77DE8A98	SaferiCompareTokenLevels
00000217	77DD37FE	SaferiIsExecutableFileType
00000218	77E18C60	SaferiPopulateDefaultsInRegistry
00000219	77E17E58	SaferiRecordEventLogEntry
0000021A	77E0C233	SaferiReplaceProcessThreadTokens
0000021B	77E17BFD	SaferiSearchMatchingHashRules
0000021C	77E09A8D	SetAclInformation
0000021D	77E1B516	SetEntriesInAccessListA
0000021E	77E1B4E4	SetEntriesInAccessListW
0000021F	77DE2B37	SetEntriesInAclA
00000220	77DE7B34	SetEntriesInAclW
00000221	77E1B568	SetEntriesInAuditListA
00000222	77E1B548	SetEntriesInAuditListW
00000223	77DFAD4A	SetFileSecurityA
00000224	77DE75E1	SetFileSecurityW
00000225	77E1895D	SetInformationCodeAuthzLevelW
00000226	77E17AA5	SetInformationCodeAuthzPolicyW
00000227	77DE7ADC	SetKernelObjectSecurity
00000228	77E19E6A	SetNamedSecurityInfoA
00000229	77E1BCEB	SetNamedSecurityInfoExA
0000022A	77E1BB0C	SetNamedSecurityInfoExW
0000022B	77DE7C3F	SetNamedSecurityInfoW
0000022C	77E09D17	SetPrivateObjectSecurity
0000022D	77E09D44	SetPrivateObjectSecurityEx
0000022E	77DE47AF	SetSecurityDescriptorControl
0000022F	77DD6034	SetSecurityDescriptorDacl
00000230	77DD61DF	SetSecurityDescriptorGroup
00000231	77DD61BF	SetSecurityDescriptorOwner
00000232	77E0A400	SetSecurityDescriptorRMControl
00000233	77DE7F6C	SetSecurityDescriptorSacl
00000234	77DE27A1	SetSecurityInfo
00000235	77E1C186	SetSecurityInfoExA
00000236	77E1BF9A	SetSecurityInfoExW
00000237	77E2BAC4	SetServiceBits
