Export, KERNEL32.dll
Ordinal	Address	Name
00000262	77E706B7	OpenProcess
00000263	77E67E82	OpenProfileUserMapping
00000264	77E98B35	OpenSemaphoreA
00000265	77E98C36	OpenSemaphoreW
00000266	77E62348	OpenThread
00000267	77EB8F5D	OpenWaitableTimerA
00000268	77E970E2	OpenWaitableTimerW
00000269	77E9BD34	OutputDebugStringA
0000026A	77EB39BB	OutputDebugStringW
0000026B	77EC77FB	PeekConsoleInputA
0000026C	77EC7817	PeekConsoleInputW
0000026D	77EB7624	PeekNamedPipe
0000026E	77E73BC5	PostQueuedCompletionStatus
0000026F	77EC0A82	PrepareTape
00000270	77EB666A	PrivCopyFileExW
00000271	77EB58D1	PrivMoveFileIdentityW
00000272	77EBA595	Process32First
00000273	77EBA4E3	Process32FirstW
00000274	77EBA6E9	Process32Next
00000275	77EBA64F	Process32NextW
00000276	77E707A7	ProcessIdToSessionId
00000277	77E6E314	PulseEvent
00000278	77EBC1F9	PurgeComm
